3.000000000000000000e+00 2.666666666666666519e+00 2.333333333333333481e+00 2.000000000000000000e+00 1.666666666666666519e+00 1.333333333333333259e+00 1.000000000000000000e+00 nan nan nan nan nan
3.062500000000000000e+00 2.729166666666666519e+00 2.395833333333333481e+00 2.062500000000000000e+00 1.729166666666666519e+00 1.395833333333333481e+00 1.024999999999999911e+00 nan nan nan nan nan
3.125000000000000000e+00 2.791666666666666963e+00 2.458333333333333037e+00 2.125000000000000000e+00 1.791666666666666519e+00 1.433333333333333126e+00 1.050000000000000044e+00 nan nan nan nan nan
3.187500000000000000e+00 2.854166666666666963e+00 2.520833333333333037e+00 2.187500000000000000e+00 1.841666666666666563e+00 1.458333333333333259e+00 1.074999999999999956e+00 nan nan nan nan nan
3.250000000000000000e+00 2.916666666666666963e+00 2.583333333333333481e+00 2.250000000000000000e+00 1.866666666666666474e+00 1.483333333333333393e+00 1.100000000000000089e+00 nan nan nan nan nan
3.312500000000000000e+00 2.979166666666666519e+00 2.645833333333333481e+00 2.274999999999999911e+00 1.891666666666666607e+00 1.508333333333333304e+00 1.125000000000000000e+00 nan nan nan nan nan
3.375000000000000000e+00 3.041666666666666519e+00 2.683333333333333126e+00 2.299999999999999822e+00 1.916666666666666519e+00 1.533333333333333215e+00 1.149999999999999911e+00 nan nan nan nan nan
3.437500000000000000e+00 3.091666666666666785e+00 2.708333333333333037e+00 2.325000000000000178e+00 1.941666666666666430e+00 1.558333333333333126e+00 1.175000000000000044e+00 nan nan nan nan nan
3.500000000000000000e+00 3.116666666666667140e+00 2.733333333333332948e+00 2.350000000000000089e+00 1.966666666666666563e+00 1.583333333333333259e+00 1.199999999999999956e+00 nan nan nan nan nan
3.437304075235109835e+00 3.091588296760710897e+00 2.708254963427377149e+00 2.324921630094044289e+00 1.941588296760710319e+00 1.558254963427377016e+00 1.174921630094043934e+00 nan nan nan nan nan
3.374608150470219226e+00 3.041274817136885744e+00 2.683176593521420905e+00 2.299843260188087601e+00 1.916509926854754298e+00 1.533176593521420994e+00 1.149843260188087690e+00 nan nan nan nan nan
3.311912225705329060e+00 2.978578892371995579e+00 2.645245559038662986e+00 2.274764890282131802e+00 1.891431556948798276e+00 1.508098223615465194e+00 1.124764890282131669e+00 nan nan nan nan nan
3.249216300940438451e+00 2.915882967607105414e+00 2.582549634273772377e+00 2.249216300940438451e+00 1.866353187042842032e+00 1.483019853709508951e+00 1.099686520376175425e+00 nan nan nan nan nan
3.186520376175548286e+00 2.853187042842215249e+00 2.519853709508882211e+00 2.186520376175548730e+00 1.841274817136886011e+00 1.457941483803552707e+00 1.074608150470219403e+00 nan nan nan nan nan
3.123824451410658565e+00 2.790491118077325083e+00 2.457157784743992046e+00 2.123824451410658565e+00 1.790491118077325083e+00 1.432863113897596463e+00 1.049529780564263381e+00 nan nan nan nan nan
3.061128526645767955e+00 2.727795193312434918e+00 2.394461859979101881e+00 2.061128526645767955e+00 1.727795193312434918e+00 1.394461859979101437e+00 1.024451410658307138e+00 nan nan nan nan nan
